datetime|env_datetime|env_time|agent|action|reason|additional|system_id|system_name|part_id|part_name|system_operating_level|part_operating_level|duration|distance_km|request_id|location|materials_cost|hourly_labor_cost|salary_labor_cost|total_labor_cost|equipment_cost|total_cost
2025-11-26 09:29:33.239311|2017-01-01 00:00:00|0|S05T6|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T6|S05T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.291073|2017-01-01 00:00:00|0|S06T1|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T1|S06T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.344982|2017-01-01 00:00:00|0|S06T2|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T2|S06T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.400398|2017-01-01 00:00:00|0|S06T3|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T3|S06T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.461238|2017-01-01 00:00:00|0|S06T4|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T4|S06T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.528445|2017-01-01 00:00:00|0|S06T5|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T5|S06T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.591553|2017-01-01 00:00:00|0|S06T6|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T6|S06T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.651591|2017-01-01 00:00:00|0|S07T1|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T1|S07T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.709391|2017-01-01 00:00:00|0|S07T2|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T2|S07T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.779411|2017-01-01 00:00:00|0|S07T3|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T3|S07T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.846036|2017-01-01 00:00:00|0|S07T4|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T4|S07T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.920556|2017-01-01 00:00:00|0|S07T5|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T5|S07T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:33.986317|2017-01-01 00:00:00|0|S07T6|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T6|S07T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.064007|2017-01-01 00:00:00|0|S08T1|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T1|S08T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.145896|2017-01-01 00:00:00|0|S08T2|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T2|S08T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.221644|2017-01-01 00:00:00|0|S08T3|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T3|S08T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.293307|2017-01-01 00:00:00|0|S08T4|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T4|S08T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.354208|2017-01-01 00:00:00|0|S08T5|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T5|S08T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.408571|2017-01-01 00:00:00|0|S08T6|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T6|S08T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.465270|2017-01-01 00:00:00|0|S09T1|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T1|S09T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.520622|2017-01-01 00:00:00|0|S09T2|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T2|S09T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.570313|2017-01-01 00:00:00|0|S09T3|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T3|S09T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.620339|2017-01-01 00:00:00|0|S09T4|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T4|S09T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.665668|2017-01-01 00:00:00|0|S09T5|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T5|S09T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.721448|2017-01-01 00:00:00|0|S09T6|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T6|S09T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.771369|2017-01-01 00:00:00|0|S10T1|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T1|S10T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.818221|2017-01-01 00:00:00|0|S10T2|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T2|S10T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.863461|2017-01-01 00:00:00|0|S10T3|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T3|S10T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.907287|2017-01-01 00:00:00|0|S10T4|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T4|S10T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.951290|2017-01-01 00:00:00|0|S10T5|subassemblies created: ['main_bearing', 'blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T5|S10T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:34.956258|2017-01-01 00:00:00|0|OSS1|subassemblies created: ['transformer']|windfarm initialization|initialization|OSS1|OSS1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-11-26 09:29:36.280754|2017-01-01 00:00:00|0|Truck 1|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-11-26 09:29:36.281853|2017-01-01 00:00:00|0|Truck 2|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-11-26 09:29:36.281853|2017-01-01 00:00:00|0|Truck 3|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-11-26 09:29:36.283065|2017-01-01 00:00:00|0|Remote Reset|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-11-26 09:29:36.344185|2017-01-01 05:09:31|5.158410134320782|controls|repair request|minor repair|severity level 2|S04T6|S04T6|controls|controls|1.0|1.0|0|0|RPR00000000|na|0|0|0|0|0|0
2025-11-26 09:29:36.354381|2017-01-02 07:00:00|31|Truck 1|mobilization|Truck 1 is being mobilized|mobilization|||||0|0|0|0|na|enroute|0|0|0|0|0|0
