datetime|env_datetime|env_time|agent|action|reason|additional|system_id|system_name|part_id|part_name|system_operating_level|part_operating_level|duration|distance_km|request_id|location|materials_cost|hourly_labor_cost|salary_labor_cost|total_labor_cost|equipment_cost|total_cost
2025-10-29 21:33:02.864420|2017-01-01 00:00:00|0|S04T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S04T4|S04T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:02.907474|2017-01-01 00:00:00|0|S04T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S04T5|S04T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:02.951474|2017-01-01 00:00:00|0|S04T6|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S04T6|S04T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:02.995006|2017-01-01 00:00:00|0|S05T1|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T1|S05T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.038415|2017-01-01 00:00:00|0|S05T2|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T2|S05T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.093051|2017-01-01 00:00:00|0|S05T3|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T3|S05T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.138927|2017-01-01 00:00:00|0|S05T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T4|S05T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.182385|2017-01-01 00:00:00|0|S05T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T5|S05T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.225483|2017-01-01 00:00:00|0|S05T6|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S05T6|S05T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.271105|2017-01-01 00:00:00|0|S06T1|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T1|S06T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.316684|2017-01-01 00:00:00|0|S06T2|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T2|S06T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.360967|2017-01-01 00:00:00|0|S06T3|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T3|S06T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.405204|2017-01-01 00:00:00|0|S06T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T4|S06T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.448312|2017-01-01 00:00:00|0|S06T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T5|S06T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.492729|2017-01-01 00:00:00|0|S06T6|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S06T6|S06T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.545984|2017-01-01 00:00:00|0|S07T1|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T1|S07T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.609209|2017-01-01 00:00:00|0|S07T2|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T2|S07T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.676499|2017-01-01 00:00:00|0|S07T3|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T3|S07T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.731449|2017-01-01 00:00:00|0|S07T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T4|S07T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.780761|2017-01-01 00:00:00|0|S07T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T5|S07T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.831588|2017-01-01 00:00:00|0|S07T6|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S07T6|S07T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.880758|2017-01-01 00:00:00|0|S08T1|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T1|S08T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.930286|2017-01-01 00:00:00|0|S08T2|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T2|S08T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:03.981084|2017-01-01 00:00:00|0|S08T3|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T3|S08T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.026882|2017-01-01 00:00:00|0|S08T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T4|S08T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.076417|2017-01-01 00:00:00|0|S08T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T5|S08T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.122958|2017-01-01 00:00:00|0|S08T6|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S08T6|S08T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.170494|2017-01-01 00:00:00|0|S09T1|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T1|S09T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.216269|2017-01-01 00:00:00|0|S09T2|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T2|S09T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.262529|2017-01-01 00:00:00|0|S09T3|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T3|S09T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.309073|2017-01-01 00:00:00|0|S09T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T4|S09T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.353931|2017-01-01 00:00:00|0|S09T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T5|S09T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.399617|2017-01-01 00:00:00|0|S09T6|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S09T6|S09T6|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.444282|2017-01-01 00:00:00|0|S10T1|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T1|S10T1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.488858|2017-01-01 00:00:00|0|S10T2|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T2|S10T2|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.532390|2017-01-01 00:00:00|0|S10T3|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T3|S10T3|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.577855|2017-01-01 00:00:00|0|S10T4|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T4|S10T4|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.624467|2017-01-01 00:00:00|0|S10T5|subassemblies created: ['blades', 'controls', 'electrical', 'gearbox', 'generator', 'heat_cool', 'hub', 'oil', 'other', 'pitch', 'power_supply', 'pump_motor', 'relay', 'safety', 'sensors', 'service_items', 'tower_substructure', 'xformer', 'yaw']|windfarm initialization|initialization|S10T5|S10T5|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:04.629469|2017-01-01 00:00:00|0|OSS1|subassemblies created: ['transformer']|windfarm initialization|initialization|OSS1|OSS1|||1.0|1|0|0|na|na|0|0|0|0|0|0
2025-10-29 21:33:05.905189|2017-01-01 00:00:00|0|Truck 1|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.906188|2017-01-01 00:00:00|0|Truck 2|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.907189|2017-01-01 00:00:00|0|Truck 3|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.907189|2017-01-01 00:00:00|0|Remote Reset|delay|work is complete|will return next year|||||0|0|31|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.972732|2017-01-01 21:14:37|21.243548926033437|power_supply|repair request|major repair|severity level 4|S04T6|S04T6|power_supply|power_supply|1.0|1.0|0|0|RPR00000000|na|0|0|0|0|0|0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Truck 1|mobilization|Truck 1 is being mobilized|mobilization|||||0|0|0|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Truck 2|mobilization|Truck 2 is being mobilized|mobilization|||||0|0|0|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Truck 3|mobilization|Truck 3 is being mobilized|mobilization|||||0|0|0|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Remote Reset|mobilization|Remote Reset is being mobilized|mobilization|||||0|0|0|0|na|enroute|0|0|0|0|0|0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Truck 1|mobilization|Truck 1 has arrived on site|mobilization|||||0|0|0|0|na|site|0|0|0|0|0.0|0.0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Truck 2|mobilization|Truck 2 has arrived on site|mobilization|||||0|0|0|0|na|site|0|0|0|0|0.0|0.0
2025-10-29 21:33:05.975238|2017-01-02 07:00:00|31|Truck 3|mobilization|Truck 3 has arrived on site|mobilization|||||0|0|0|0|na|site|0|0|0|0|0.0|0.0
