subassembly,task,run,random_seed,total_requests,canceled_requests,incomplete_requests,completed_requests
blades,minor repair,7,7,894,0,0,894
controls,major repair,7,7,103,0,1,102
controls,major replacement,7,7,2,0,0,2
controls,minor repair,7,7,593,0,0,593
electrical,major repair,7,7,24,0,0,24
electrical,major replacement,7,7,4,0,2,2
electrical,minor repair,7,7,794,0,0,794
gearbox,major repair,7,7,76,0,0,76
gearbox,major replacement,7,7,281,156,73,52
gearbox,minor repair,7,7,758,1,0,757
generator,major repair,7,7,704,0,0,704
generator,major replacement,7,7,89,23,35,31
generator,minor repair,7,7,1030,0,0,1030
heat_cool,major repair,7,7,13,0,0,13
heat_cool,minor repair,7,7,400,0,0,400
hub,major repair,7,7,70,0,0,70
hub,major replacement,7,7,1,0,1,0
hub,minor repair,7,7,330,0,1,329
main_bearing_failures,major repair,7,7,19,0,0,19
main_bearing_failures,major replacement,7,7,3,0,0,3
main_bearing_maintenance,minor scheduled repair,7,7,251,0,0,251
oil,major repair,7,7,12,0,0,12
oil,minor repair,7,7,823,0,0,823
other,major repair,7,7,78,0,0,78
other,major replacement,7,7,3,0,2,1
other,minor repair,7,7,1706,0,0,1706
pitch,major repair,7,7,359,0,0,359
pitch,major replacement,7,7,3,0,1,2
pitch,minor repair,7,7,1609,0,0,1609
power_supply,major repair,7,7,141,0,0,141
power_supply,major replacement,7,7,8,0,2,6
power_supply,minor repair,7,7,172,0,0,172
pump_motor,major repair,7,7,80,0,0,80
pump_motor,minor repair,7,7,522,0,0,522
relay,major repair,7,7,108,0,0,108
relay,major replacement,7,7,2,0,0,2
relay,minor repair,7,7,640,0,0,640
safety,major repair,7,7,10,0,0,10
safety,minor repair,7,7,623,0,0,623
sensors,major repair,7,7,127,0,0,127
sensors,minor repair,7,7,467,0,0,467
service_items,major repair,7,7,2,0,0,2
service_items,minor repair,7,7,208,0,0,208
tower_substructure,major repair,7,7,148,0,0,148
tower_substructure,minor repair,7,7,174,0,0,174
transformer,annual inspection,7,7,29,0,0,29
transformer,minor repair,7,7,7,0,0,7
xformer,major repair,7,7,5,0,0,5
xformer,major replacement,7,7,3,0,1,2
xformer,minor repair,7,7,138,0,0,138
yaw,major repair,7,7,15,0,0,15
yaw,major replacement,7,7,3,0,0,3
yaw,minor repair,7,7,333,0,0,333
blades,major repair,8,8,19,0,0,19
blades,major replacement,8,8,2,0,2,0
blades,minor repair,8,8,919,0,0,919
controls,major repair,8,8,96,0,0,96
controls,major replacement,8,8,2,0,1,1
controls,minor repair,8,8,600,0,0,600
electrical,major repair,8,8,31,0,0,31
electrical,major replacement,8,8,5,0,1,4
electrical,minor repair,8,8,680,0,0,680
gearbox,major repair,8,8,90,0,0,90
gearbox,major replacement,8,8,285,152,73,60
gearbox,minor repair,8,8,755,2,0,753
generator,major repair,8,8,595,0,0,595
generator,major replacement,8,8,79,17,35,27
generator,minor repair,8,8,931,0,0,931
heat_cool,major repair,8,8,14,0,0,14
heat_cool,minor repair,8,8,361,0,0,361
hub,major repair,8,8,75,0,0,75
hub,major replacement,8,8,3,0,2,1
hub,minor repair,8,8,351,0,0,351
main_bearing_failures,major repair,8,8,17,0,0,17
main_bearing_maintenance,minor scheduled repair,8,8,254,0,0,254
oil,major repair,8,8,14,0,0,14
oil,minor repair,8,8,825,0,0,825
other,major repair,8,8,101,0,0,101
other,minor repair,8,8,1616,0,0,1616
pitch,major repair,8,8,341,0,0,341
pitch,major replacement,8,8,1,0,1,0
pitch,minor repair,8,8,1580,0,0,1580
power_supply,major repair,8,8,158,0,0,158
power_supply,major replacement,8,8,10,0,5,5
power_supply,minor repair,8,8,166,0,0,166
pump_motor,major repair,8,8,88,0,0,88
pump_motor,minor repair,8,8,614,0,0,614
relay,major repair,8,8,104,0,0,104
relay,major replacement,8,8,2,0,2,0
relay,minor repair,8,8,631,0,0,631
safety,major repair,8,8,8,0,0,8
safety,minor repair,8,8,668,0,0,668
sensors,major repair,8,8,158,0,1,157
sensors,minor repair,8,8,470,0,0,470
service_items,major repair,8,8,1,0,0,1
service_items,minor repair,8,8,216,0,0,216
tower_substructure,major repair,8,8,176,0,0,176
tower_substructure,minor repair,8,8,183,0,0,183
transformer,annual inspection,8,8,29,0,0,29
transformer,minor repair,8,8,12,0,0,12
xformer,major repair,8,8,7,0,0,7
xformer,major replacement,8,8,2,0,0,2
xformer,minor repair,8,8,109,0,0,109
yaw,major repair,8,8,13,0,0,13
yaw,major replacement,8,8,2,0,1,1
yaw,minor repair,8,8,336,0,0,336
blades,major repair,9,9,25,0,0,25
blades,major replacement,9,9,1,0,1,0
blades,minor repair,9,9,960,0,0,960
controls,major repair,9,9,93,0,0,93
controls,major replacement,9,9,2,0,2,0
controls,minor repair,9,9,700,0,0,700
electrical,major repair,9,9,24,0,0,24
electrical,major replacement,9,9,3,0,2,1
electrical,minor repair,9,9,681,0,0,681
gearbox,major repair,9,9,66,0,0,66
gearbox,major replacement,9,9,291,165,72,54
gearbox,minor repair,9,9,739,0,0,739
generator,major repair,9,9,641,0,0,641
generator,major replacement,9,9,92,26,33,33
generator,minor repair,9,9,934,0,0,934
heat_cool,major repair,9,9,8,0,0,8
heat_cool,minor repair,9,9,382,0,0,382
hub,major repair,9,9,66,0,0,66
hub,minor repair,9,9,318,0,0,318
main_bearing_failures,major repair,9,9,16,0,0,16
main_bearing_failures,major replacement,9,9,2,0,0,2
main_bearing_maintenance,minor scheduled repair,9,9,247,0,0,247
oil,major repair,9,9,12,0,0,12
oil,minor repair,9,9,851,0,0,851
other,major repair,9,9,91,0,0,91
other,minor repair,9,9,1684,0,2,1682
pitch,major repair,9,9,334,0,0,334
pitch,major replacement,9,9,1,0,0,1
pitch,minor repair,9,9,1569,0,0,1569
power_supply,major repair,9,9,144,0,0,144
power_supply,major replacement,9,9,6,0,3,3
power_supply,minor repair,9,9,155,0,0,155
pump_motor,major repair,9,9,84,0,0,84
pump_motor,minor repair,9,9,567,0,0,567
relay,major repair,9,9,127,0,0,127
relay,major replacement,9,9,4,1,2,1
relay,minor repair,9,9,645,0,0,645
safety,major repair,9,9,5,0,0,5
safety,minor repair,9,9,643,0,0,643
sensors,major repair,9,9,168,0,0,168
sensors,minor repair,9,9,485,0,0,485
service_items,major repair,9,9,2,0,0,2
service_items,minor repair,9,9,209,0,0,209
tower_substructure,major repair,9,9,154,0,0,154
tower_substructure,minor repair,9,9,159,0,0,159
transformer,annual inspection,9,9,29,0,0,29
transformer,minor repair,9,9,4,0,0,4
xformer,major repair,9,9,8,0,0,8
xformer,major replacement,9,9,4,0,2,2
xformer,minor repair,9,9,105,0,0,105
yaw,major repair,9,9,10,0,0,10
yaw,major replacement,9,9,2,0,1,1
yaw,minor repair,9,9,302,0,0,302
blades,major repair,10,10,21,0,0,21
blades,major replacement,10,10,1,0,1,0
blades,minor repair,10,10,896,0,0,896
controls,major repair,10,10,110,0,0,110
controls,major replacement,10,10,1,0,0,1
controls,minor repair,10,10,635,0,0,635
electrical,major repair,10,10,35,0,0,35
electrical,major replacement,10,10,4,0,2,2
electrical,minor repair,10,10,721,0,0,721
gearbox,major repair,10,10,80,0,0,80
gearbox,major replacement,10,10,296,177,67,52
gearbox,minor repair,10,10,771,0,0,771
generator,major repair,10,10,641,0,0,641
generator,major replacement,10,10,83,20,35,28
generator,minor repair,10,10,1004,0,0,1004
heat_cool,major repair,10,10,10,0,0,10
heat_cool,minor repair,10,10,351,0,0,351
hub,major repair,10,10,71,0,0,71
hub,major replacement,10,10,3,0,1,2
hub,minor repair,10,10,332,0,0,332
main_bearing_failures,major repair,10,10,12,0,0,12
main_bearing_maintenance,minor scheduled repair,10,10,251,0,0,251
oil,major repair,10,10,10,0,0,10
oil,minor repair,10,10,795,0,0,795
other,major repair,10,10,79,0,0,79
other,major replacement,10,10,4,0,2,2
other,minor repair,10,10,1664,0,1,1663
pitch,major repair,10,10,333,0,0,333
pitch,major replacement,10,10,2,0,1,1
pitch,minor repair,10,10,1601,0,0,1601
power_supply,major repair,10,10,163,0,0,163
power_supply,major replacement,10,10,6,0,4,2
power_supply,minor repair,10,10,155,0,0,155
pump_motor,major repair,10,10,85,0,0,85
pump_motor,minor repair,10,10,547,0,0,547
relay,major repair,10,10,100,0,0,100
relay,major replacement,10,10,2,0,1,1
relay,minor repair,10,10,680,0,0,680
safety,major repair,10,10,11,0,0,11
safety,minor repair,10,10,686,0,0,686
sensors,major repair,10,10,134,0,0,134
sensors,minor repair,10,10,470,0,0,470
service_items,minor repair,10,10,199,0,0,199
tower_substructure,major repair,10,10,165,0,0,165
tower_substructure,minor repair,10,10,145,0,0,145
transformer,annual inspection,10,10,29,0,0,29
transformer,minor repair,10,10,6,0,0,6
xformer,major repair,10,10,5,0,0,5
xformer,major replacement,10,10,4,0,3,1
xformer,minor repair,10,10,110,0,0,110
yaw,major repair,10,10,12,0,0,12
yaw,major replacement,10,10,1,0,1,0
yaw,minor repair,10,10,360,0,0,360
blades,major repair,11,11,20,0,0,20
blades,major replacement,11,11,3,0,1,2
blades,minor repair,11,11,911,0,0,911
controls,major repair,11,11,100,0,0,100
controls,major replacement,11,11,1,0,1,0
controls,minor repair,11,11,623,0,0,623
electrical,major repair,11,11,34,0,0,34
electrical,major replacement,11,11,1,0,1,0
electrical,minor repair,11,11,741,0,0,741
gearbox,major repair,11,11,79,0,0,79
gearbox,major replacement,11,11,328,209,64,55
gearbox,minor repair,11,11,794,1,0,793
generator,major repair,11,11,619,0,0,619
generator,major replacement,11,11,106,22,43,41
generator,minor repair,11,11,926,0,0,926
heat_cool,major repair,11,11,14,0,0,14
heat_cool,minor repair,11,11,341,0,0,341
hub,major repair,11,11,66,0,0,66
hub,minor repair,11,11,345,0,0,345
main_bearing_failures,major repair,11,11,18,0,0,18
main_bearing_maintenance,minor scheduled repair,11,11,251,0,0,251
oil,major repair,11,11,18,0,0,18
oil,minor repair,11,11,812,0,0,812
other,major repair,11,11,93,0,0,93
other,major replacement,11,11,3,0,1,2
other,minor repair,11,11,1613,0,0,1613
pitch,major repair,11,11,333,0,0,333
pitch,major replacement,11,11,2,0,2,0
pitch,minor repair,11,11,1634,0,0,1634
power_supply,major repair,11,11,170,0,0,170
power_supply,major replacement,11,11,13,1,9,3
power_supply,minor repair,11,11,143,0,0,143
pump_motor,major repair,11,11,83,0,0,83
pump_motor,minor repair,11,11,538,0,0,538
relay,major repair,11,11,117,0,0,117
relay,major replacement,11,11,3,0,2,1
relay,minor repair,11,11,625,0,0,625
safety,major repair,11,11,6,0,0,6
safety,minor repair,11,11,698,0,0,698
sensors,major repair,11,11,138,0,0,138
sensors,minor repair,11,11,510,0,0,510
service_items,major repair,11,11,1,0,0,1
service_items,minor repair,11,11,228,0,0,228
tower_substructure,major repair,11,11,167,0,0,167
tower_substructure,minor repair,11,11,181,0,0,181
transformer,annual inspection,11,11,29,0,0,29
transformer,major repair,11,11,1,0,0,1
transformer,minor repair,11,11,8,0,0,8
xformer,major repair,11,11,7,0,0,7
xformer,major replacement,11,11,1,0,0,1
xformer,minor repair,11,11,96,0,0,96
yaw,major repair,11,11,16,0,0,16
yaw,major replacement,11,11,2,0,2,0
yaw,minor repair,11,11,317,0,0,317
blades,major repair,12,12,23,0,0,23
blades,major replacement,12,12,2,0,0,2
blades,minor repair,12,12,896,0,0,896
controls,major repair,12,12,84,0,0,84
controls,major replacement,12,12,3,0,3,0
controls,minor repair,12,12,685,0,0,685
electrical,major repair,12,12,33,0,0,33
electrical,major replacement,12,12,7,0,5,2
electrical,minor repair,12,12,739,0,0,739
gearbox,major repair,12,12,74,0,0,74
gearbox,major replacement,12,12,288,166,72,50
gearbox,minor repair,12,12,757,0,0,757
generator,major repair,12,12,618,0,0,618
generator,major replacement,12,12,98,17,41,40
generator,minor repair,12,12,958,0,0,958
heat_cool,major repair,12,12,16,0,0,16
heat_cool,minor repair,12,12,336,0,0,336
hub,major repair,12,12,69,0,1,68
hub,major replacement,12,12,3,0,0,3
hub,minor repair,12,12,325,0,0,325
main_bearing_failures,major repair,12,12,22,0,0,22
main_bearing_failures,major replacement,12,12,1,0,0,1
main_bearing_maintenance,minor scheduled repair,12,12,248,0,0,248
oil,major repair,12,12,14,0,0,14
oil,minor repair,12,12,857,0,0,857
other,major repair,12,12,87,0,0,87
other,major replacement,12,12,1,0,0,1
other,minor repair,12,12,1722,0,0,1722
pitch,major repair,12,12,341,0,0,341
pitch,major replacement,12,12,3,0,1,2
pitch,minor repair,12,12,1537,0,0,1537
power_supply,major repair,12,12,150,0,0,150
power_supply,major replacement,12,12,8,0,5,3
power_supply,minor repair,12,12,136,0,0,136
pump_motor,major repair,12,12,79,0,0,79
pump_motor,minor repair,12,12,544,0,0,544
relay,major repair,12,12,123,0,0,123
relay,major replacement,12,12,3,0,2,1
relay,minor repair,12,12,676,0,0,676
safety,major repair,12,12,10,0,0,10
safety,minor repair,12,12,705,0,0,705
sensors,major repair,12,12,115,0,0,115
sensors,minor repair,12,12,479,0,0,479
service_items,major repair,12,12,4,0,0,4
service_items,minor repair,12,12,208,0,0,208
tower_substructure,major repair,12,12,183,0,0,183
tower_substructure,minor repair,12,12,174,0,0,174
transformer,annual inspection,12,12,29,0,0,29
transformer,minor repair,12,12,5,0,0,5
xformer,major repair,12,12,8,0,0,8
xformer,major replacement,12,12,4,0,2,2
xformer,minor repair,12,12,91,0,0,91
yaw,major repair,12,12,10,0,0,10
yaw,major replacement,12,12,5,0,2,3
yaw,minor repair,12,12,322,0,0,322
array cable,none,13,13,1,0,0,1
blades,major repair,13,13,19,0,0,19
blades,major replacement,13,13,2,0,2,0
blades,minor repair,13,13,925,0,0,925
controls,major repair,13,13,96,0,0,96
controls,major replacement,13,13,6,0,4,2
controls,minor repair,13,13,636,0,0,636
electrical,major repair,13,13,41,0,0,41
electrical,major replacement,13,13,7,0,1,6
electrical,minor repair,13,13,744,0,0,744
gearbox,major repair,13,13,69,0,0,69
gearbox,major replacement,13,13,312,184,71,57
gearbox,minor repair,13,13,747,1,0,746
generator,major repair,13,13,665,0,0,665
generator,major replacement,13,13,73,11,37,25
generator,minor repair,13,13,984,0,0,984
heat_cool,major repair,13,13,11,0,0,11
