subassembly,task,run,random_seed,total_requests,canceled_requests,incomplete_requests,completed_requests
pump_motor,minor repair,3,3,547,0,0,547
relay,major repair,3,3,123,0,0,123
relay,major replacement,3,3,5,1,1,3
relay,minor repair,3,3,659,0,0,659
safety,major repair,3,3,11,0,0,11
safety,minor repair,3,3,681,0,1,680
sensors,major repair,3,3,138,0,0,138
sensors,minor repair,3,3,480,0,0,480
service_items,major repair,3,3,1,0,0,1
service_items,minor repair,3,3,201,0,0,201
tower_substructure,major repair,3,3,156,0,0,156
tower_substructure,minor repair,3,3,158,0,0,158
transformer,annual inspection,3,3,29,0,0,29
transformer,minor repair,3,3,13,0,0,13
xformer,major repair,3,3,7,0,0,7
xformer,major replacement,3,3,2,0,2,0
xformer,minor repair,3,3,99,0,0,99
yaw,major repair,3,3,10,0,0,10
yaw,minor repair,3,3,330,0,0,330
blades,major repair,4,4,11,0,0,11
blades,major replacement,4,4,3,0,1,2
blades,minor repair,4,4,864,0,0,864
controls,major repair,4,4,98,0,0,98
controls,major replacement,4,4,3,0,2,1
controls,minor repair,4,4,720,0,0,720
electrical,major repair,4,4,34,0,0,34
electrical,major replacement,4,4,5,0,3,2
electrical,minor repair,4,4,760,0,0,760
gearbox,major repair,4,4,78,0,0,78
gearbox,major replacement,4,4,277,156,75,46
gearbox,minor repair,4,4,775,0,0,775
generator,major repair,4,4,633,0,0,633
generator,major replacement,4,4,89,19,33,37
generator,minor repair,4,4,928,0,0,928
heat_cool,major repair,4,4,12,0,0,12
heat_cool,minor repair,4,4,367,0,0,367
hub,major repair,4,4,85,0,0,85
hub,major replacement,4,4,7,0,4,3
hub,minor repair,4,4,339,0,0,339
main_bearing_failures,major repair,4,4,15,0,0,15
main_bearing_maintenance,minor scheduled repair,4,4,244,0,0,244
oil,major repair,4,4,15,0,0,15
oil,minor repair,4,4,824,0,0,824
other,major repair,4,4,80,0,0,80
other,major replacement,4,4,2,0,1,1
other,minor repair,4,4,1694,0,0,1694
pitch,major repair,4,4,339,0,0,339
pitch,major replacement,4,4,1,0,0,1
pitch,minor repair,4,4,1465,0,0,1465
power_supply,major repair,4,4,180,0,0,180
power_supply,major replacement,4,4,16,0,9,7
power_supply,minor repair,4,4,133,0,0,133
pump_motor,major repair,4,4,81,0,0,81
pump_motor,minor repair,4,4,540,0,0,540
relay,major repair,4,4,123,0,0,123
relay,major replacement,4,4,2,0,1,1
relay,minor repair,4,4,653,0,0,653
safety,major repair,4,4,9,0,0,9
safety,minor repair,4,4,698,0,0,698
sensors,major repair,4,4,138,0,0,138
sensors,minor repair,4,4,497,0,0,497
service_items,major repair,4,4,1,0,0,1
service_items,minor repair,4,4,232,0,0,232
tower_substructure,major repair,4,4,157,0,0,157
tower_substructure,minor repair,4,4,162,0,0,162
transformer,annual inspection,4,4,29,0,0,29
transformer,minor repair,4,4,6,0,0,6
xformer,major repair,4,4,7,0,0,7
xformer,minor repair,4,4,96,0,0,96
yaw,major repair,4,4,13,0,0,13
yaw,major replacement,4,4,2,0,2,0
yaw,minor repair,4,4,307,0,0,307
blades,major repair,5,5,24,0,0,24
blades,major replacement,5,5,2,0,1,1
blades,minor repair,5,5,887,0,0,887
controls,major repair,5,5,90,0,0,90
controls,major replacement,5,5,2,0,1,1
controls,minor repair,5,5,667,0,0,667
electrical,major repair,5,5,36,0,0,36
electrical,major replacement,5,5,5,0,0,5
electrical,minor repair,5,5,711,0,0,711
gearbox,major repair,5,5,75,1,0,74
gearbox,major replacement,5,5,295,169,71,55
gearbox,minor repair,5,5,757,0,0,757
generator,major repair,5,5,618,0,0,618
generator,major replacement,5,5,83,18,36,29
generator,minor repair,5,5,979,0,0,979
heat_cool,major repair,5,5,8,0,0,8
heat_cool,minor repair,5,5,363,0,0,363
hub,major repair,5,5,65,0,0,65
hub,major replacement,5,5,1,0,1,0
hub,minor repair,5,5,353,0,0,353
main_bearing_failures,major repair,5,5,12,0,0,12
main_bearing_maintenance,minor scheduled repair,5,5,249,0,0,249
oil,major repair,5,5,16,0,0,16
oil,minor repair,5,5,816,0,0,816
other,major repair,5,5,80,0,0,80
other,major replacement,5,5,2,0,1,1
other,minor repair,5,5,1644,0,0,1644
pitch,major repair,5,5,312,0,0,312
pitch,major replacement,5,5,2,0,1,1
pitch,minor repair,5,5,1522,0,0,1522
power_supply,major repair,5,5,163,0,0,163
power_supply,major replacement,5,5,12,0,10,2
power_supply,minor repair,5,5,164,0,0,164
pump_motor,major repair,5,5,93,0,0,93
pump_motor,minor repair,5,5,547,0,0,547
relay,major repair,5,5,108,0,0,108
relay,major replacement,5,5,5,0,2,3
relay,minor repair,5,5,649,0,0,649
safety,major repair,5,5,8,0,0,8
safety,minor repair,5,5,678,0,0,678
sensors,major repair,5,5,130,0,0,130
sensors,minor repair,5,5,523,0,0,523
service_items,major repair,5,5,4,0,0,4
service_items,minor repair,5,5,229,0,0,229
tower_substructure,major repair,5,5,143,0,0,143
tower_substructure,minor repair,5,5,161,0,0,161
transformer,annual inspection,5,5,29,0,0,29
transformer,minor repair,5,5,9,0,0,9
xformer,major repair,5,5,9,0,0,9
xformer,major replacement,5,5,5,0,3,2
xformer,minor repair,5,5,114,0,0,114
yaw,major repair,5,5,11,0,0,11
yaw,major replacement,5,5,2,0,1,1
yaw,minor repair,5,5,338,0,0,338
blades,major repair,6,6,13,0,0,13
blades,major replacement,6,6,3,0,2,1
blades,minor repair,6,6,926,0,0,926
controls,major repair,6,6,94,0,0,94
controls,major replacement,6,6,2,0,0,2
controls,minor repair,6,6,644,0,0,644
electrical,major repair,6,6,37,0,0,37
electrical,major replacement,6,6,5,0,3,2
electrical,minor repair,6,6,765,0,0,765
gearbox,major repair,6,6,70,0,0,70
gearbox,major replacement,6,6,300,174,73,53
gearbox,minor repair,6,6,714,0,0,714
generator,major repair,6,6,625,1,0,624
generator,major replacement,6,6,93,24,32,37
generator,minor repair,6,6,919,1,0,918
heat_cool,major repair,6,6,13,0,0,13
heat_cool,minor repair,6,6,358,0,0,358
hub,major repair,6,6,62,0,0,62
hub,major replacement,6,6,2,0,2,0
hub,minor repair,6,6,326,0,0,326
main_bearing_failures,major repair,6,6,18,0,0,18
main_bearing_maintenance,minor scheduled repair,6,6,250,0,0,250
oil,major repair,6,6,13,0,0,13
oil,minor repair,6,6,805,0,0,805
other,major repair,6,6,86,0,0,86
other,minor repair,6,6,1702,0,0,1702
pitch,major repair,6,6,329,0,0,329
pitch,major replacement,6,6,1,0,1,0
pitch,minor repair,6,6,1578,0,0,1578
power_supply,major repair,6,6,167,0,0,167
power_supply,major replacement,6,6,16,0,6,10
power_supply,minor repair,6,6,138,0,0,138
pump_motor,major repair,6,6,87,0,0,87
pump_motor,minor repair,6,6,539,0,0,539
relay,major repair,6,6,109,0,0,109
relay,minor repair,6,6,624,0,0,624
safety,major repair,6,6,12,0,0,12
safety,minor repair,6,6,658,0,0,658
sensors,major repair,6,6,135,0,0,135
sensors,minor repair,6,6,478,0,0,478
service_items,major repair,6,6,3,0,0,3
service_items,minor repair,6,6,204,0,0,204
tower_substructure,major repair,6,6,172,0,0,172
tower_substructure,minor repair,6,6,132,0,0,132
transformer,annual inspection,6,6,29,0,0,29
transformer,major repair,6,6,1,0,0,1
transformer,minor repair,6,6,9,0,0,9
xformer,major repair,6,6,2,0,0,2
xformer,major replacement,6,6,4,0,3,1
xformer,minor repair,6,6,107,0,0,107
yaw,major repair,6,6,19,0,0,19
yaw,major replacement,6,6,4,0,1,3
yaw,minor repair,6,6,321,0,0,321
array cable,none,7,7,1,0,0,1
blades,major repair,7,7,22,0,0,22
blades,major replacement,7,7,1,0,0,1
blades,minor repair,7,7,899,0,0,899
controls,major repair,7,7,88,0,0,88
controls,major replacement,7,7,3,0,1,2
controls,minor repair,7,7,616,0,0,616
electrical,major repair,7,7,33,0,0,33
electrical,major replacement,7,7,5,0,2,3
electrical,minor repair,7,7,745,0,0,745
gearbox,major repair,7,7,72,0,0,72
gearbox,major replacement,7,7,297,164,79,54
gearbox,minor repair,7,7,736,1,0,735
generator,major repair,7,7,616,0,0,616
generator,major replacement,7,7,87,13,37,37
generator,minor repair,7,7,918,0,1,917
heat_cool,major repair,7,7,7,0,0,7
heat_cool,minor repair,7,7,355,0,1,354
hub,major repair,7,7,57,0,0,57
hub,major replacement,7,7,2,0,1,1
hub,minor repair,7,7,347,0,0,347
main_bearing_failures,major repair,7,7,18,0,0,18
main_bearing_maintenance,minor scheduled repair,7,7,253,0,0,253
oil,major repair,7,7,13,0,0,13
oil,minor repair,7,7,797,0,0,797
other,major repair,7,7,85,0,0,85
other,major replacement,7,7,5,0,3,2
other,minor repair,7,7,1688,0,0,1688
pitch,major repair,7,7,367,0,1,366
pitch,major replacement,7,7,1,0,1,0
pitch,minor repair,7,7,1645,0,0,1645
power_supply,major repair,7,7,128,0,0,128
power_supply,major replacement,7,7,14,1,5,8
power_supply,minor repair,7,7,167,0,0,167
pump_motor,major repair,7,7,80,0,0,80
pump_motor,minor repair,7,7,552,0,0,552
relay,major repair,7,7,104,0,0,104
relay,major replacement,7,7,6,0,4,2
relay,minor repair,7,7,661,0,0,661
safety,major repair,7,7,8,0,0,8
safety,minor repair,7,7,690,0,0,690
sensors,major repair,7,7,135,0,0,135
sensors,minor repair,7,7,471,0,0,471
service_items,major repair,7,7,3,0,0,3
service_items,minor repair,7,7,219,0,0,219
tower_substructure,major repair,7,7,178,0,0,178
tower_substructure,minor repair,7,7,140,0,0,140
transformer,annual inspection,7,7,29,0,0,29
transformer,minor repair,7,7,5,0,0,5
xformer,major repair,7,7,5,0,0,5
xformer,major replacement,7,7,5,0,1,4
xformer,minor repair,7,7,122,0,0,122
yaw,major repair,7,7,11,0,0,11
yaw,major replacement,7,7,4,0,2,2
yaw,minor repair,7,7,316,0,0,316
blades,major repair,8,8,15,0,0,15
blades,major replacement,8,8,2,0,1,1
blades,minor repair,8,8,867,0,0,867
controls,major repair,8,8,117,0,0,117
controls,major replacement,8,8,1,0,1,0
controls,minor repair,8,8,650,0,0,650
electrical,major repair,8,8,38,0,0,38
electrical,major replacement,8,8,2,0,1,1
electrical,minor repair,8,8,775,0,0,775
gearbox,major repair,8,8,77,0,0,77
gearbox,major replacement,8,8,283,156,75,52
gearbox,minor repair,8,8,747,0,0,747
generator,major repair,8,8,640,0,0,640
generator,major replacement,8,8,103,29,43,31
generator,minor repair,8,8,975,0,0,975
heat_cool,major repair,8,8,7,0,0,7
heat_cool,minor repair,8,8,340,0,0,340
hub,major repair,8,8,79,0,0,79
hub,major replacement,8,8,3,0,1,2
hub,minor repair,8,8,330,0,0,330
main_bearing_failures,major repair,8,8,12,0,0,12
main_bearing_maintenance,minor scheduled repair,8,8,253,0,0,253
oil,major repair,8,8,13,0,0,13
oil,minor repair,8,8,807,0,0,807
other,major repair,8,8,84,0,0,84
other,major replacement,8,8,1,0,1,0
other,minor repair,8,8,1747,0,0,1747
pitch,major repair,8,8,326,0,0,326
pitch,major replacement,8,8,3,0,1,2
pitch,minor repair,8,8,1584,0,0,1584
power_supply,major repair,8,8,156,0,0,156
power_supply,major replacement,8,8,13,0,7,6
power_supply,minor repair,8,8,160,0,0,160
pump_motor,major repair,8,8,73,0,0,73
pump_motor,minor repair,8,8,547,0,0,547
relay,major repair,8,8,114,0,0,114
relay,major replacement,8,8,2,0,2,0
relay,minor repair,8,8,619,0,0,619
safety,major repair,8,8,5,0,0,5
safety,minor repair,8,8,709,0,0,709
sensors,major repair,8,8,133,0,0,133
sensors,minor repair,8,8,489,0,0,489
service_items,major repair,8,8,6,0,0,6
service_items,minor repair,8,8,219,0,0,219
tower_substructure,major repair,8,8,152,0,0,152
tower_substructure,minor repair,8,8,155,0,0,155
transformer,annual inspection,8,8,29,0,0,29
transformer,minor repair,8,8,3,0,0,3
xformer,major repair,8,8,4,0,0,4
xformer,major replacement,8,8,2,0,1,1
xformer,minor repair,8,8,105,0,0,105
yaw,major repair,8,8,13,0,0,13
yaw,major replacement,8,8,1,0,1,0
yaw,minor repair,8,8,320,0,0,320
blades,major repair,9,9,14,0,0,14
blades,major replacement,9,9,3,0,1,2
blades,minor repair,9,9,812,0,0,812
controls,major repair,9,9,88,0,0,88
controls,minor repair,9,9,652,0,1,651
electrical,major repair,9,9,37,0,0,37
electrical,major replacement,9,9,3,0,3,0
electrical,minor repair,9,9,683,0,0,683
gearbox,major repair,9,9,85,0,0,85
gearbox,major replacement,9,9,299,180,69,50
gearbox,minor repair,9,9,725,1,0,724
generator,major repair,9,9,619,0,0,619
generator,major replacement,9,9,100,25,42,33
generator,minor repair,9,9,955,1,0,954
heat_cool,major repair,9,9,16,0,0,16
heat_cool,minor repair,9,9,367,0,0,367
hub,major repair,9,9,60,0,0,60
hub,major replacement,9,9,2,0,1,1
hub,minor repair,9,9,348,0,0,348
main_bearing_failures,major repair,9,9,11,0,0,11
main_bearing_maintenance,minor scheduled repair,9,9,250,0,0,250
oil,major repair,9,9,11,0,0,11
oil,minor repair,9,9,805,0,0,805
other,major repair,9,9,86,0,0,86
other,major replacement,9,9,3,0,3,0
other,minor repair,9,9,1701,0,0,1701
pitch,major repair,9,9,343,0,1,342
pitch,major replacement,9,9,3,0,1,2
pitch,minor repair,9,9,1523,0,0,1523
power_supply,major repair,9,9,156,0,0,156
power_supply,major replacement,9,9,13,1,8,4
power_supply,minor repair,9,9,143,0,0,143
pump_motor,major repair,9,9,89,0,0,89
pump_motor,minor repair,9,9,551,0,0,551
relay,major repair,9,9,102,0,0,102
relay,major replacement,9,9,2,0,1,1
relay,minor repair,9,9,640,0,0,640
safety,major repair,9,9,6,0,0,6
safety,minor repair,9,9,688,0,0,688
sensors,major repair,9,9,109,0,0,109
sensors,minor repair,9,9,433,0,0,433
service_items,minor repair,9,9,219,0,0,219
tower_substructure,major repair,9,9,161,0,0,161
tower_substructure,minor repair,9,9,140,0,0,140
transformer,annual inspection,9,9,29,0,0,29
transformer,major repair,9,9,1,0,0,1
transformer,minor repair,9,9,3,0,0,3
xformer,major repair,9,9,7,0,0,7
xformer,major replacement,9,9,2,0,0,2
xformer,minor repair,9,9,88,0,0,88
yaw,major repair,9,9,12,0,0,12
yaw,major replacement,9,9,4,0,2,2
yaw,minor repair,9,9,305,0,0,305
array cable,none,10,10,1,0,0,1
blades,major repair,10,10,24,0,0,24
blades,major replacement,10,10,4,0,2,2
blades,minor repair,10,10,915,0,0,915
controls,major repair,10,10,75,0,0,75
controls,major replacement,10,10,1,0,0,1
controls,minor repair,10,10,660,0,0,660
electrical,major repair,10,10,29,0,0,29
electrical,major replacement,10,10,3,0,0,3
electrical,minor repair,10,10,775,0,0,775
gearbox,major repair,10,10,82,0,0,82
gearbox,major replacement,10,10,273,150,74,49
gearbox,minor repair,10,10,750,0,1,749
generator,major repair,10,10,607,0,0,607
generator,major replacement,10,10,111,30,44,37
generator,minor repair,10,10,931,0,0,931
heat_cool,major repair,10,10,15,0,0,15
heat_cool,minor repair,10,10,390,0,0,390
hub,major repair,10,10,69,0,0,69
hub,major replacement,10,10,2,0,0,2
hub,minor repair,10,10,359,0,0,359
main_bearing_failures,major repair,10,10,17,0,0,17
main_bearing_maintenance,minor scheduled repair,10,10,248,0,0,248
oil,major repair,10,10,10,0,0,10
oil,minor repair,10,10,815,0,0,815
other,major repair,10,10,88,0,0,88
other,major replacement,10,10,2,0,0,2
other,minor repair,10,10,1660,0,0,1660
pitch,major repair,10,10,356,0,0,356
pitch,major replacement,10,10,2,0,1,1
pitch,minor repair,10,10,1568,0,0,1568
power_supply,major repair,10,10,167,0,0,167
power_supply,major replacement,10,10,10,0,4,6
power_supply,minor repair,10,10,156,0,0,156
pump_motor,major repair,10,10,80,0,0,80
pump_motor,minor repair,10,10,521,0,1,520
relay,major repair,10,10,88,0,0,88
relay,major replacement,10,10,1,0,0,1
relay,minor repair,10,10,655,0,0,655
safety,major repair,10,10,7,0,0,7
safety,minor repair,10,10,660,0,0,660
sensors,major repair,10,10,144,0,0,144
sensors,minor repair,10,10,483,0,0,483
service_items,major repair,10,10,5,0,0,5
service_items,minor repair,10,10,227,0,0,227
tower_substructure,major repair,10,10,152,0,0,152
tower_substructure,minor repair,10,10,165,0,0,165
transformer,annual inspection,10,10,29,0,0,29
transformer,minor repair,10,10,9,0,0,9
xformer,major repair,10,10,8,0,0,8
xformer,major replacement,10,10,3,0,1,2
xformer,minor repair,10,10,104,0,0,104
yaw,major repair,10,10,10,0,0,10
yaw,major replacement,10,10,2,0,1,1
yaw,minor repair,10,10,327,0,0,327
blades,major repair,11,11,14,0,0,14
blades,minor repair,11,11,845,0,0,845
controls,major repair,11,11,99,0,0,99
controls,minor repair,11,11,635,0,0,635
electrical,major repair,11,11,37,0,0,37
electrical,major replacement,11,11,3,0,2,1
electrical,minor repair,11,11,686,0,0,686
gearbox,major repair,11,11,87,0,0,87
gearbox,major replacement,11,11,308,182,73,53
gearbox,minor repair,11,11,787,0,0,787
generator,major repair,11,11,658,0,0,658
generator,major replacement,11,11,96,22,38,36
generator,minor repair,11,11,951,1,1,949
heat_cool,major repair,11,11,12,0,0,12
heat_cool,minor repair,11,11,331,0,0,331
hub,major repair,11,11,69,0,0,69
hub,major replacement,11,11,2,0,1,1
hub,minor repair,11,11,348,0,0,348
main_bearing_failures,major repair,11,11,21,0,0,21
main_bearing_maintenance,minor scheduled repair,11,11,251,0,0,251
oil,major repair,11,11,15,0,0,15
oil,minor repair,11,11,832,0,0,832
other,major repair,11,11,71,0,0,71
other,major replacement,11,11,1,0,0,1
other,minor repair,11,11,1648,0,0,1648
pitch,major repair,11,11,359,0,0,359
pitch,major replacement,11,11,1,0,0,1
pitch,minor repair,11,11,1566,0,0,1566
power_supply,major repair,11,11,164,0,0,164
power_supply,major replacement,11,11,8,0,4,4
power_supply,minor repair,11,11,155,0,0,155
pump_motor,major repair,11,11,73,0,0,73
pump_motor,minor repair,11,11,515,0,0,515
relay,major repair,11,11,113,0,0,113
relay,major replacement,11,11,4,0,2,2
relay,minor repair,11,11,637,0,0,637
safety,major repair,11,11,10,0,0,10
safety,minor repair,11,11,724,0,0,724
sensors,major repair,11,11,126,0,0,126
sensors,minor repair,11,11,492,0,0,492
service_items,major repair,11,11,1,0,0,1
service_items,minor repair,11,11,213,0,0,213
tower_substructure,major repair,11,11,143,0,0,143
tower_substructure,minor repair,11,11,175,0,0,175
transformer,annual inspection,11,11,29,0,0,29
transformer,minor repair,11,11,6,0,0,6
xformer,major repair,11,11,8,0,0,8
xformer,major replacement,11,11,1,0,1,0
xformer,minor repair,11,11,114,0,0,114
yaw,major repair,11,11,10,0,0,10
yaw,major replacement,11,11,3,0,3,0
yaw,minor repair,11,11,326,0,0,326
array cable,none,12,12,2,0,0,2
blades,major repair,12,12,23,0,0,23
blades,major replacement,12,12,2,0,1,1
blades,minor repair,12,12,900,0,0,900
controls,major repair,12,12,100,0,0,100
controls,major replacement,12,12,1,0,1,0
controls,minor repair,12,12,628,0,0,628
electrical,major repair,12,12,41,0,0,41
electrical,minor repair,12,12,730,0,0,730
gearbox,major repair,12,12,77,0,0,77
gearbox,major replacement,12,12,272,155,62,55
gearbox,minor repair,12,12,775,1,0,774
generator,major repair,12,12,637,0,0,637
generator,major replacement,12,12,106,29,46,31
generator,minor repair,12,12,968,1,0,967
heat_cool,major repair,12,12,10,0,0,10
heat_cool,minor repair,12,12,353,0,0,353
hub,major repair,12,12,69,0,0,69
hub,major replacement,12,12,1,0,1,0
hub,minor repair,12,12,359,0,0,359
main_bearing_failures,major repair,12,12,19,0,0,19
main_bearing_maintenance,minor scheduled repair,12,12,252,0,0,252
oil,major repair,12,12,9,0,0,9
oil,minor repair,12,12,840,0,0,840
other,major repair,12,12,91,0,0,91
other,major replacement,12,12,1,0,0,1
other,minor repair,12,12,1676,0,0,1676
pitch,major repair,12,12,329,0,0,329
pitch,major replacement,12,12,1,0,1,0
pitch,minor repair,12,12,1531,0,0,1531
power_supply,major repair,12,12,165,0,0,165
power_supply,major replacement,12,12,17,1,9,7
power_supply,minor repair,12,12,149,1,0,148
pump_motor,major repair,12,12,102,0,0,102
pump_motor,minor repair,12,12,539,0,0,539
relay,major repair,12,12,101,0,0,101
relay,major replacement,12,12,4,0,3,1
relay,minor repair,12,12,631,0,0,631
safety,major repair,12,12,14,0,0,14
safety,minor repair,12,12,689,0,0,689
sensors,major repair,12,12,135,0,0,135
sensors,minor repair,12,12,521,0,0,521
service_items,major repair,12,12,1,0,0,1
service_items,minor repair,12,12,220,0,0,220
tower_substructure,major repair,12,12,143,0,0,143
tower_substructure,minor repair,12,12,160,0,0,160
transformer,annual inspection,12,12,29,0,0,29
transformer,major repair,12,12,1,0,0,1
transformer,minor repair,12,12,5,0,0,5
xformer,major repair,12,12,3,0,0,3
xformer,major replacement,12,12,2,0,2,0
xformer,minor repair,12,12,109,0,0,109
yaw,major repair,12,12,12,0,0,12
yaw,major replacement,12,12,2,0,2,0
yaw,minor repair,12,12,309,0,0,309
blades,major repair,13,13,27,0,0,27
blades,major replacement,13,13,1,0,0,1
blades,minor repair,13,13,845,0,0,845
controls,major repair,13,13,109,0,0,109
controls,minor repair,13,13,661,0,0,661
electrical,major repair,13,13,38,0,0,38
electrical,major replacement,13,13,3,0,1,2
electrical,minor repair,13,13,762,0,0,762
gearbox,major repair,13,13,76,0,1,75
gearbox,major replacement,13,13,294,166,73,55
gearbox,minor repair,13,13,796,1,0,795
generator,major repair,13,13,532,0,0,532
generator,major replacement,13,13,84,19,34,31
generator,minor repair,13,13,970,1,0,969
heat_cool,major repair,13,13,16,0,0,16
heat_cool,minor repair,13,13,394,0,0,394
hub,major repair,13,13,68,0,0,68
hub,major replacement,13,13,3,0,2,1
hub,minor repair,13,13,401,0,0,401
main_bearing_failures,major repair,13,13,14,0,0,14
main_bearing_maintenance,minor scheduled repair,13,13,256,0,0,256
oil,major repair,13,13,11,0,0,11
